names,average_rating_1.76,average_rating_2.63,average_rating_2.74,average_rating_2.78,average_rating_2.89,average_rating_2.91,average_rating_3.03,average_rating_3.12,average_rating_3.52,average_rating_3.63,average_rating_3.76,average_rating_3.80,average_rating_3.83,average_rating_3.88,average_rating_3.89,average_rating_3.92,average_rating_3.93,average_rating_3.94,average_rating_3.95,average_rating_3.96,average_rating_4.01,average_rating_4.05,average_rating_4.06,average_rating_4.09,average_rating_4.20,average_rating_4.21,average_rating_4.26,average_rating_4.33,average_rating_4.34,average_rating_4.35,average_rating_4.43,average_rating_4.48,country_code_US,edition_information_,edition_information_1st,edition_information_lTb`@ lrb`@,edition_information_mktb@ l'sr@ - lrwy'`,edition_information_tSmym lGlf : dly rshwn,format_,format_Audiobook,format_Hardcover,format_Paperback,format_ebook,format_paper book,is_ebook_false,is_ebook_true,isbn_,isbn_0486422453,isbn_0876856830,isbn_1433200236,isbn_9770148083,isbn_9770913197,isbn_9770913200,isbn_9770919624,isbn_9772150565,isbn_9772150964,isbn_9775307406,isbn_977731793X,isbn_9777354150,isbn_9953271151,language_code_,language_code_ara,language_code_en-GB,language_code_en-US,language_code_eng,num_pages_,num_pages_100,num_pages_117,num_pages_127,num_pages_129,num_pages_130,num_pages_131,num_pages_132,num_pages_137,num_pages_142,num_pages_143,num_pages_144,num_pages_147,num_pages_155,num_pages_157,num_pages_158,num_pages_160,num_pages_163,num_pages_175,num_pages_192,num_pages_215,num_pages_218,num_pages_233,num_pages_242,num_pages_28,num_pages_30,num_pages_320,num_pages_48,num_pages_51,num_pages_539,num_pages_560,num_pages_71,num_pages_78,num_pages_80,num_pages_812,num_pages_84,publication_day_,publication_day_1,publication_day_11,publication_day_18,publication_day_30,publication_day_5,publication_day_8,publication_day_9,publication_month_,publication_month_1,publication_month_11,publication_month_12,publication_month_2,publication_month_3,publication_month_5,publication_month_6,publication_month_7,publication_year_,publication_year_1971,publication_year_1986,publication_year_1993,publication_year_1996,publication_year_1999,publication_year_2000,publication_year_2002,publication_year_2003,publication_year_2006,publication_year_2007,publication_year_2009,publication_year_2010,publication_year_2011,publication_year_2012,publication_year_2013,publication_year_2014,publication_year_2016,publisher_,publisher_Black Sparrow Press,publisher_Blackstone Audiobooks,publisher_Dover Publications,publisher_Slapering Hol Press,publisher_Tls llnshr w lntj l`lmy,publisher_dr 'Tls,publisher_dr Gryb llTb`@ w lnshr w ltwzy`,publisher_dr Gryb llTb`@ wlnshr wltwzy`,publisher_dr Sdr - byrwt,publisher_dr Tw~,publisher_dr blwmzbr~ llnshr - mw'ss@ qTr llnshr,publisher_dr dwWn llnshr wltwzy`,publisher_dr lfrby,publisher_dr lktb l`rby,publisher_dr lshrwq,publisher_knwz llnshr wltwzy`,publisher_lhyy'@ lmSry@ l`m@ llktb,publisher_lshrwq,publisher_mnshwrt Gd@ lsmn,publisher_ryD lrys llktb wlnshr,ratings_count_10076,ratings_count_1015,ratings_count_1031,ratings_count_1049,ratings_count_1280,ratings_count_1373,ratings_count_159,ratings_count_1611,ratings_count_176,ratings_count_179,ratings_count_1802,ratings_count_1828,ratings_count_207,ratings_count_2085,ratings_count_2086,ratings_count_25895,ratings_count_2666,ratings_count_2679,ratings_count_2686,ratings_count_3101,ratings_count_343,ratings_count_348,ratings_count_360,ratings_count_379,ratings_count_4435,ratings_count_448,ratings_count_5336,ratings_count_638,ratings_count_66,ratings_count_686,ratings_count_708,ratings_count_723,ratings_count_738,ratings_count_775,ratings_count_7978,ratings_count_866,ratings_count_9870,ratings_count_9973,title_Letters to a Young Poet,title_Our Men Do Not Belong To Us,title_The Divine Comedy,title_You Get So Alone at Times That it Just Makes Sense,title_without_series_Letters to a Young Poet,title_without_series_Our Men Do Not Belong To Us,title_without_series_The Divine Comedy,title_without_series_You Get So Alone at Times That it Just Makes Sense,title_without_series_آخر ليالي الحلم,title_without_series_أرواح عارية,title_without_series_أعلنت عليك الحب,title_without_series_ألف وجه للقمر,title_without_series_أنا غاضبة,title_without_series_إلى أبي,title_without_series_اعترافات لا تدلي بها النساء,title_without_series_الأعمال الكاملة - الدواوين الشعرية,title_without_series_الخيانة.. مشوار محرج لحد الحزن,title_without_series_المانيفستو,title_without_series_ترجمان الأشواق,title_without_series_دائمًا أنت بقلبي,title_without_series_ديوان الإمام الشافعي,title_without_series_رباعيات صلاح جاهين,title_without_series_زمان القهر علمني,title_without_series_زي الأفلام,title_without_series_شيء سيبقى بيننا,title_without_series_صديقي الله,title_without_series_عرفوه بالحزن,title_without_series_فاروق جويدة الأعمال الشعرية - المجلد الأول,title_without_series_في القدس,title_without_series_في عينيك عنواني,title_without_series_قالت,title_without_series_قهوة وشيكولاتة,title_without_series_كانت لنا أوطان,title_without_series_لأني أحبك,title_without_series_لا أريد لهذي القصيدة أن تنتهي,title_without_series_لابد من خيانة,title_without_series_لافتات - المجموعة الكاملة,title_without_series_لن أبيع العمر,title_without_series_لو أننا لم نفترق,title_without_series_ليتها تقرأ,title_without_series_ماذا أصابك يا وطن؟,title_without_series_مشوار لحد الحيطة,title_آخر ليالي الحلم,title_أرواح عارية,title_أعلنت عليك الحب,title_ألف وجه للقمر,title_أنا غاضبة,title_إلى أبي,title_اعترافات لا تدلي بها النساء,title_الأعمال الكاملة - الدواوين الشعرية,title_الخيانة.. مشوار محرج لحد الحزن,title_المانيفستو,title_ترجمان الأشواق,title_دائمًا أنت بقلبي,title_ديوان الإمام الشافعي,title_رباعيات صلاح جاهين,title_زمان القهر علمني,title_زي الأفلام,title_شيء سيبقى بيننا,title_صديقي الله,title_عرفوه بالحزن,title_فاروق جويدة الأعمال الشعرية - المجلد الأول,title_في القدس,title_في عينيك عنواني,title_قالت,title_قهوة وشيكولاتة,title_كانت لنا أوطان,title_لأني أحبك,title_لا أريد لهذي القصيدة أن تنتهي,title_لابد من خيانة,title_لافتات - المجموعة الكاملة,title_لن أبيع العمر,title_لو أننا لم نفترق,title_ليتها تقرأ,title_ماذا أصابك يا وطن؟,title_مشوار لحد الحيطة
2168850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,,,,,,,X,,,X,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
28367423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,X,,,,,,,,X,,,X,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28470600,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,X,,,X,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
3280282,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,X,X,,,,,,,,X,,,X,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
3322992,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,X,,,,,,X,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38504,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,X,,,,,,,,X,,,X,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4488657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,,,X,,,,,X,,,X,,,,,,X,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
46199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,X,,,,,,,,X,,,X,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5885506,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,X,,,,,X,,,,,,X,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5885639,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,X,,,,,,,,X,,,X,,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
5948950,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,X,,,,,X,,,,,,X,,X,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
6017893,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,X,,,X,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
6082973,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,X,X,,,,,,,,,X,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
6145314,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,X,X,,,,,,,X,,,,X,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
6154011,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,X,X,,,,,,,,X,,,X,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
6154130,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,X,,,,,,X,,,X,,,,,,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
6203048,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,X,X,,,,,,,,X,,,X,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
